feature,importance
project_key_MRRESOURCES,0.0
project_key_MRQL,0.0
project_key_MRESOLVER,0.0
project_key_MREPOSITORY,0.0
project_key_MPT,0.0
project_key_MPLUGINTESTING,0.0
project_key_MPLUGIN,0.0
project_key_MPIR,0.0
project_key_MPH,0.0
project_key_HORN,0.0
project_key_GRFT,0.0
project_key_GOBBLIN,0.0
project_key_GEOMETRY,0.0
project_key_GEARPUMP,0.0
project_key_MYNEWTDOC,0.0
project_key_MYFACESTEST,0.0
project_key_MXNET,0.0
project_key_MVERIFIER,0.0
project_key_MUSE,0.0
project_key_MTOOLCHAINS,0.0
project_key_MSOURCES,0.0
project_key_MSKINS,0.0
project_key_FEEDPARSER,0.0
project_key_OEP,0.0
project_key_ODFTOOLKIT,0.0
project_key_OCM,0.0
project_key_NUVEM,0.0
project_key_NEMO,0.0
project_key_NEETHI,0.0
project_key_ORCHESTRA,0.0
project_key_ORC,0.0
project_key_OPENWIRE,0.0
project_key_OPENAZ,0.0
project_key_ONAMI,0.0
project_key_OMID,0.0
project_key_OLTU,0.0
project_key_OJB,0.0
project_key_GBUILD,0.0
project_key_FUNCTOR,0.0
project_key_FREEMARKER,0.0
project_key_FORTRESS,0.0
project_key_FINCN,0.0
project_key_PROTOCOLS,0.0
project_key_PRC,0.0
project_key_POSTAGE,0.0
project_key_PORTALS,0.0
project_key_POOL,0.0
project_key_POLYGENE,0.0
project_key_PLC4X,0.0
project_key_PIRK,0.0
project_key_PIO,0.0
project_key_PHOTARK,0.0
project_key_PB,0.0
project_key_PARQUET,0.0
project_key_OWC,0.0
project_key_ORP,0.0
project_key_EXTSCRIPT,0.0
project_key_EXLBR,0.0
project_key_EWS,0.0
project_key_ESCIMO,0.0
project_key_MANT,0.0
project_key_EMAIL,0.0
project_key_EL,0.0
project_key_EDGENT,0.0
project_key_QPIDIT,0.0
project_key_PULSAR,0.0
project_key_PROXY,0.0
project_key_PROVISIONR,0.0
issue_type_Proposal,0.0
project_key_SAND,0.0
issue_type_Project,0.0
project_key_SAMOA,0.0
project_key_S4,0.0
issue_type_Planned Work,0.0
project_key_RYA,0.0
issue_type_New TLP,0.0
issue_type_New JIRA Project,0.0
project_key_RIPPLE,0.0
issue_type_New Git Repo,0.0
project_key_RAMPARTC,0.0
project_key_QUICKSTEP,0.0
issue_type_IT Help,0.0
project_key_FEDIZ,0.0
project_key_FC,0.0
issue_type_Github Integration,0.0
project_key_DROIDS,0.0
issue_type_GitBox Request,0.0
project_key_DOXIATOOLS,0.0
issue_type_Comment,0.0
project_key_ASYNCWEB,0.0
project_key_DORMANT,0.0
project_key_DL,0.0
project_key_DISPATCH,0.0
project_key_SDAP,0.0
project_key_SCOUT,0.0
project_key_ASFSITE,0.0
